antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'Healthy life expectancy (HALE) at birth (years)_68.48-74.97'}),frozenset({'Life expectancy at birth (years)_79.43-87.16'}),0.625,0.6666666666666666,0.625,1.0,1.5,0.20833333333333337,inf,0.8888888888888891
"frozenset({'Healthy life expectancy (HALE) at birth (years)_68.48-74.97', 'Mortality rate among children ages 5 to 9 years (per 1000 children aged 5) | AGEGROUP_YEARS05-09_0.14-1.96'})",frozenset({'Life expectancy at birth (years)_79.43-87.16'}),0.625,0.6666666666666666,0.625,1.0,1.5,0.20833333333333337,inf,0.8888888888888891
"frozenset({'Healthy life expectancy (HALE) at birth (years)_68.48-74.97', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-14_0.14-1.22'})",frozenset({'Life expectancy at birth (years)_79.43-87.16'}),0.625,0.6666666666666666,0.625,1.0,1.5,0.20833333333333337,inf,0.8888888888888891
"frozenset({'Healthy life expectancy (HALE) at birth (years)_68.48-74.97', 'Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years) | AGEGROUP_YEARS05-14_0.28-3.39'})",frozenset({'Life expectancy at birth (years)_79.43-87.16'}),0.625,0.6666666666666666,0.625,1.0,1.5,0.20833333333333337,inf,0.8888888888888891
"frozenset({'Healthy life expectancy (HALE) at birth (years)_68.48-74.97', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS15-19_0.51-2.39'})",frozenset({'Life expectancy at birth (years)_79.43-87.16'}),0.625,0.6666666666666666,0.625,1.0,1.5,0.20833333333333337,inf,0.8888888888888891
"frozenset({'Healthy life expectancy (HALE) at birth (years)_68.48-74.97', 'The number of new and relapse cases of tuberculosis detected in a given year by age and sex | AGEGROUP_YEARS35-44_0.00-1623.67'})",frozenset({'Life expectancy at birth (years)_79.43-87.16'}),0.625,0.6666666666666666,0.625,1.0,1.5,0.20833333333333337,inf,0.8888888888888891
"frozenset({'Healthy life expectancy (HALE) at birth (years)_68.48-74.97', 'Infant mortality rate (probability of dying between birth and age 1 per 1000 live births) | AGEGROUP_MONTHS0-11_1.39-14.28'})",frozenset({'Life expectancy at birth (years)_79.43-87.16'}),0.625,0.6666666666666666,0.625,1.0,1.5,0.20833333333333337,inf,0.8888888888888891
"frozenset({'Healthy life expectancy (HALE) at birth (years)_68.48-74.97', 'Under-five mortality rate (probability of dying by age 5 per 1000 live births) | AGEGROUP_YEARSUNDER5_1.78-18.74'})",frozenset({'Life expectancy at birth (years)_79.43-87.16'}),0.625,0.6666666666666666,0.625,1.0,1.5,0.20833333333333337,inf,0.8888888888888891
"frozenset({'Healthy life expectancy (HALE) at birth (years)_68.48-74.97', 'Number of people diagnosed with new episode TB who by age group and sex. | AGEGROUP_YEARS05-14_0.00-617.00'})",frozenset({'Life expectancy at birth (years)_79.43-87.16'}),0.625,0.6666666666666666,0.625,1.0,1.5,0.20833333333333337,inf,0.8888888888888891
"frozenset({'Healthy life expectancy (HALE) at birth (years)_68.48-74.97', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-14.1_0.15-1.43'})",frozenset({'Life expectancy at birth (years)_79.43-87.16'}),0.625,0.6666666666666666,0.625,1.0,1.5,0.20833333333333337,inf,0.8888888888888891
